idinteraccion,idorigen,tipoorigen,iddestino,tipodestino,tipointeraccion,valorinteraccion,idprecedente,idcurso,fecha,plataforma
4577,78,alumno,512,material,consulta,null,-1,18,2003-08-28 16:37:40.276,facebook
4578,12,alumno,-1,null,publicacion,Veniam recusandae aliquam alias recusandae quae delectus dolorum mollitia dicta dolor nisi eligendi id distinctio eum sunt optio possimus quo voluptas.,-1,18,2003-09-02 12:02:51.284,facebook
4579,12,alumno,384,alumno,reaccion,me_divierte,4544,18,2003-10-31 02:17:46.765,facebook
4580,550,alumno,18,alumno,mensaje,Itaque accusamus placeat magnam excepturi aut inventore eos consequatur officia laudantium pariatur minima dolores nulla in aut fuga illum.,-1,18,2003-11-02 15:41:15.051,crea
4581,159,alumno,-1,null,publicacion,Expedita ipsum aut et molestias eos accusamus voluptas nesciunt voluptas nesciunt incidunt assumenda vel magni et.,-1,18,2003-10-19 07:49:13.606,facebook
4582,3,docente,164,alumno,mencion,@consequatur,4502,18,2003-10-09 13:28:13.967,facebook
4583,316,alumno,-1,null,publicacion,Libero possimus sed laudantium voluptates neque aliquid voluptatem a laborum architecto omnis aut cupiditate culpa praesentium.,-1,18,2003-08-22 07:32:11.588,facebook
4584,327,alumno,-1,null,publicacion,Numquam doloribus dolorem aut eos illo dolorem neque et ut eaque voluptatem harum alias vero.,-1,18,2003-11-03 03:44:42.362,crea
4585,18,alumno,326,alumno,reaccion,me_gusta,4537,18,2003-10-21 11:05:11.464,facebook
4586,368,alumno,326,alumno,comentario,Perspiciatis ad officia necessitatibus sed facere nemo nam fugit nisi eos accusamus odit in.,4576,18,2003-09-30 11:50:06.811,crea
4587,197,alumno,384,alumno,comentario,Assumenda iusto qui error itaque nisi asperiores voluptatum et facilis est totam.,4501,18,2003-10-09 01:54:13.771,facebook
4588,12,alumno,3,docente,comentario,Dolor consequatur error consequatur culpa molestiae qui enim ipsa perferendis expedita est rerum vel labore.,4548,18,2003-11-09 22:08:58.122,crea
4589,316,alumno,250,alumno,mencion,@est,4511,18,2003-09-11 06:54:36.233,facebook
4590,250,alumno,384,alumno,mencion,@nobis,4501,18,2003-09-22 11:16:18.68,facebook
4591,305,alumno,3,docente,reaccion,me_gusta,4540,18,2003-10-03 17:58:04.439,facebook
4592,470,alumno,550,alumno,reaccion,me_encanta,4538,18,2003-11-04 01:52:26.538,facebook
4593,197,alumno,594,alumno,mencion,@dolorem,4529,18,2003-09-17 15:50:30.615,facebook
4594,305,alumno,277,alumno,reaccion,me_enoja,4510,18,2003-09-12 17:28:29.865,facebook
4595,594,alumno,516,material,consulta,null,-1,18,2003-08-15 18:31:47.785,facebook
4596,470,alumno,368,alumno,mensaje,Consequatur eveniet dolorem et sequi odit consequuntur exercitationem quisquam eaque quo molestiae est qui praesentium in libero.,-1,18,2003-08-27 05:45:28.118,crea
4597,155,alumno,489,material,consulta,null,-1,18,2003-09-18 16:37:52.306,facebook
4598,305,alumno,3,docente,reaccion,me_entristece,4552,18,2003-09-07 07:44:35.624,facebook
4599,542,alumno,3,docente,mensaje,Assumenda architecto rerum est blanditiis et sapiente ipsa natus eos repellendus excepturi et aspernatur esse.,-1,18,2003-08-23 06:16:28.68,crea
4600,327,alumno,470,alumno,reaccion,me_entristece,4571,18,2003-11-14 13:06:55.556,facebook
4601,3,docente,305,alumno,comentario,Aliquam culpa eaque minus quia aperiam nihil molestiae id pariatur.,4594,18,2003-10-15 15:22:31.85,facebook
4602,368,alumno,495,material,consulta,null,-1,18,2003-10-31 18:24:07.468,facebook
4603,316,alumno,501,material,consulta,null,-1,18,2003-10-23 09:55:25.235,facebook
4604,3,docente,368,alumno,comentario,Nobis aut doloribus aut modi molestiae nisi voluptatum ex et ad quaerat.,4586,18,2003-11-17 20:29:21.033,facebook
4605,78,alumno,513,material,consulta,null,-1,18,2003-09-04 19:47:36.134,crea
4606,305,alumno,503,material,consulta,null,-1,18,2003-09-30 18:21:28.959,facebook
4607,305,alumno,489,material,consulta,null,-1,18,2003-11-13 05:47:01.991,facebook
4608,542,alumno,159,alumno,reaccion,me_asombra,4581,18,2003-10-24 17:18:28.717,facebook
4609,368,alumno,159,alumno,reaccion,me_enoja,4553,18,2003-10-27 09:04:18.115,facebook
4610,327,alumno,384,alumno,comentario,Aliquid rerum id quasi maxime hic ipsa repudiandae voluptas et qui recusandae aut provident.,4544,18,2003-09-18 23:43:51.537,facebook
4611,3,docente,326,alumno,mensaje,Dolorem sunt veniam esse illum aut totam voluptate et voluptatem sequi ab ut ex officiis.,-1,18,2003-09-21 15:47:30.343,crea
4612,154,alumno,-1,null,publicacion,Aut dolorem ut et placeat veniam ipsa aut amet fugit est et perspiciatis earum voluptatem omnis blanditiis libero ex.,-1,18,2003-09-04 21:05:51.531,facebook
4613,78,alumno,498,material,consulta,null,-1,18,2003-10-22 14:19:31.834,crea
4614,3,docente,12,alumno,reaccion,me_gusta,4588,18,2003-10-17 16:01:31.246,facebook
4615,3,docente,-1,null,publicacion,Consequatur velit natus qui eligendi ut laboriosam reprehenderit quis vitae suscipit debitis exercitationem earum ipsa sed illum.,-1,18,2003-11-09 23:53:53.211,crea
4616,48,alumno,384,alumno,mencion,@officiis,4561,18,2003-09-03 01:07:15.583,facebook
4617,24,alumno,197,alumno,mencion,@magnam,4545,18,2003-08-28 09:11:33.002,facebook
4618,197,alumno,-1,null,publicacion,Ducimus saepe laudantium impedit est aut quaerat est autem tenetur eius hic minima eos excepturi sed eum ab recusandae.,-1,18,2003-09-10 05:33:19.796,crea
4619,550,alumno,-1,null,publicacion,Nisi ipsam inventore ut vel consequuntur ad rem eligendi vel quia quae temporibus voluptas quis rerum.,-1,18,2003-10-14 15:48:54.46,crea
4620,154,alumno,3,docente,mensaje,Exercitationem enim ratione dignissimos libero nihil quo et sint placeat dolorem quo eius et excepturi.,-1,18,2003-09-01 18:55:13.137,crea
4621,327,alumno,18,alumno,mensaje,Et minima omnis eos occaecati odit voluptas et recusandae consequuntur possimus nihil et fugiat et et hic harum omnis perspiciatis.,4542,18,2003-09-13 01:03:48.888,crea
4622,250,alumno,-1,null,publicacion,Omnis quia voluptate dolor accusantium enim debitis et libero amet dolorem eum qui corporis accusamus vitae aliquam quos.,-1,18,2003-11-28 18:40:43.682,crea
4623,561,alumno,326,alumno,mensaje,Odit exercitationem sed ut omnis vel consequatur corporis sint est laboriosam nisi qui quod ratione.,4580,18,2003-09-23 19:10:11.848,crea
4624,48,alumno,-1,null,publicacion,Dignissimos fugiat exercitationem ut cumque sit quos repellendus dolores et soluta illo voluptatum saepe facere ullam non culpa.,-1,18,2003-11-25 04:24:44.13,facebook
4625,561,alumno,525,alumno,comentario,Aliquam iste numquam tempora consectetur et aut et quo alias nam esse quis dolorem omnis natus.,4534,18,2003-11-05 07:59:49.604,facebook
4626,250,alumno,316,alumno,reaccion,me_asombra,4533,18,2003-11-17 11:11:24.095,facebook
4627,197,alumno,291,alumno,reaccion,me_asombra,4503,18,2003-11-30 13:19:23.085,facebook
4628,12,alumno,470,alumno,mensaje,Aperiam et corrupti ducimus veniam magni officiis architecto quibusdam non ipsa quam consequatur et modi tempore.,-1,18,2003-09-30 21:19:34.129,crea
4629,48,alumno,3,docente,comentario,Reprehenderit et velit molestiae ut officiis aut ea ut non aut.,4548,18,2003-09-15 01:30:15.745,crea
4630,326,alumno,515,material,consulta,null,-1,18,2003-11-13 23:57:38.773,facebook
4631,3,docente,-1,null,publicacion,Ex dolorum est quidem sint modi quia ea atque molestiae est assumenda exercitationem distinctio nobis velit ut harum eius laborum.,-1,18,2003-11-12 05:41:12.921,crea
4632,3,docente,69,alumno,mensaje,Adipisci quisquam qui deleniti necessitatibus accusantium eaque et corrupti corrupti ea mollitia et nostrum dolorem praesentium atque voluptas nulla sapiente est.,4596,18,2003-10-08 14:33:31.133,crea
4633,197,alumno,-1,null,publicacion,Consequatur animi ullam ipsam ea illum repudiandae ipsum maxime quo omnis sint est perspiciatis pariatur repellendus eum.,-1,18,2003-11-07 02:59:24.224,facebook
4634,3,docente,250,alumno,comentario,Sit et qui libero non atque ad perferendis in dolorem dolor aliquid laboriosam porro ut.,4511,18,2003-10-12 23:23:16.958,facebook
4635,3,docente,368,alumno,mensaje,Neque asperiores modi accusamus tempora sunt qui et doloremque cupiditate odit ut voluptate rerum facere recusandae rem voluptas est est voluptas.,4599,18,2003-10-26 07:07:35.462,crea
4636,561,alumno,-1,null,publicacion,Est alias dignissimos est distinctio tempora officia asperiores totam voluptatem ipsam illum rerum vel provident sunt architecto rerum delectus dolorem.,-1,18,2003-10-19 17:31:52.174,facebook
4637,561,alumno,561,alumno,mensaje,Alias et beatae dolorum voluptatum ut ad ut at nobis consectetur quod modi illo cum repellendus dolor.,4628,18,2003-10-03 07:26:32.429,crea
4638,69,alumno,-1,null,publicacion,Qui vel ad sit ut alias expedita omnis recusandae voluptatem repellendus itaque autem deserunt placeat.,-1,18,2003-10-30 12:43:00.148,facebook
4639,69,alumno,490,material,consulta,null,-1,18,2003-09-02 11:15:25.088,crea
4640,385,alumno,316,alumno,reaccion,me_asombra,4583,18,2003-10-26 14:57:42.878,facebook
4641,69,alumno,69,alumno,mencion,@veniam,4638,18,2003-10-26 07:24:37.183,facebook
4642,12,alumno,197,alumno,mensaje,Rerum rerum delectus molestiae animi et est assumenda qui labore in sed omnis similique voluptatem asperiores.,-1,18,2003-09-06 09:44:09.805,crea
4643,159,alumno,250,alumno,reaccion,me_divierte,4511,18,2003-09-23 16:24:02.052,facebook
4644,326,alumno,277,alumno,mencion,@cumque,4558,18,2003-09-24 12:21:28.761,facebook
4645,385,alumno,-1,null,publicacion,Itaque voluptates vitae ipsum ipsum nihil velit non perspiciatis necessitatibus molestiae qui nam dicta qui architecto voluptatibus amet molestias repellat nam.,-1,18,2003-11-29 15:08:20.004,crea
4646,12,alumno,-1,null,publicacion,Numquam eos voluptate cum dolorem quae aut ex in et sint et rem eaque quae in dolorum sunt.,-1,18,2003-11-28 20:25:16.128,facebook
4647,154,alumno,-1,null,publicacion,Sint autem architecto a culpa ipsum harum sunt in numquam odit voluptate a corporis autem voluptas facere.,-1,18,2003-10-31 15:11:30.07,crea
4648,550,alumno,594,alumno,mencion,@officia,4529,18,2003-08-31 01:26:46.843,facebook
4649,594,alumno,-1,null,publicacion,Autem vel iste voluptates molestiae commodi asperiores ipsam aut rerum sunt itaque dolore commodi similique veniam odit eligendi deleniti adipisci.,-1,18,2003-11-16 12:17:36.502,crea
4650,78,alumno,384,alumno,mencion,@debitis,4561,18,2003-11-20 08:03:26.52,facebook
4651,291,alumno,561,alumno,reaccion,me_gusta,4636,18,2003-10-13 15:38:00.476,facebook
4652,18,alumno,159,alumno,mencion,@corporis,4581,18,2003-11-21 17:22:55.171,facebook
4653,311,alumno,277,alumno,reaccion,me_entristece,4532,18,2003-10-29 04:58:57.801,facebook
4654,155,alumno,496,material,consulta,null,-1,18,2003-10-01 16:46:45.758,facebook
4655,3,docente,164,alumno,comentario,Qui molestiae eveniet et amet dolor quia earum et et sunt.,4502,18,2003-09-28 03:34:29.874,crea
4656,561,alumno,497,material,consulta,null,-1,18,2003-11-14 14:59:07.966,crea
4657,368,alumno,18,alumno,mensaje,Cumque labore aut ipsam voluptates sed dolores vitae consequatur amet vitae nulla beatae et labore.,4525,18,2003-10-23 22:14:27.83,crea
4658,48,alumno,12,alumno,mencion,@reprehenderit,4646,18,2003-11-06 12:11:30.715,facebook
4659,384,alumno,-1,null,publicacion,Officiis reiciendis et rerum ipsa quia magni eos dolorum magnam aut magnam dolores id id omnis libero.,-1,18,2003-08-21 00:13:23.604,crea
4660,470,alumno,164,alumno,mensaje,Ad aliquid quia dignissimos laborum aut voluptates in provident minima molestiae quam cupiditate iste cum et et.,-1,18,2003-09-11 06:59:44.117,crea
4661,69,alumno,24,alumno,reaccion,me_encanta,4559,18,2003-09-10 09:58:09.045,facebook
4662,159,alumno,497,material,consulta,null,-1,18,2003-10-11 11:46:35.396,facebook
4663,277,alumno,492,material,consulta,null,-1,18,2003-08-30 22:18:17.574,crea
4664,250,alumno,3,docente,mensaje,Unde occaecati tenetur commodi fugit nisi dolores molestias sint ipsa reiciendis unde esse omnis excepturi cupiditate suscipit est distinctio amet dignissimos.,-1,18,2003-09-27 10:23:54.26,crea
4665,48,alumno,525,alumno,mensaje,Voluptas magnam iusto esse consequatur voluptate ratione officiis qui et dolorem alias nesciunt molestiae ex.,-1,18,2003-11-20 00:00:47.115,crea
4666,3,docente,-1,null,publicacion,Quibusdam quia deleniti velit ex perspiciatis sit eius vero eos libero vel quia qui et molestiae perspiciatis ut ducimus aut quod.,-1,18,2003-08-15 12:16:48.485,facebook
4667,368,alumno,-1,null,publicacion,Quae reprehenderit ratione temporibus et vel et perferendis excepturi iusto quae id expedita in in porro nemo eveniet.,-1,18,2003-10-21 03:01:30.213,facebook
4668,12,alumno,250,alumno,mencion,@vitae,4622,18,2003-09-18 06:06:40.3,facebook
4669,78,alumno,-1,null,publicacion,Sed modi velit quia earum doloribus dolorem nobis aut quia quo non asperiores iusto nemo voluptates.,-1,18,2003-09-25 11:58:05.589,facebook
4670,3,docente,594,alumno,mensaje,Voluptatum et eligendi quis excepturi tenetur maiores eum illum aut praesentium aut nostrum praesentium corporis voluptatem laudantium sit itaque.,-1,18,2003-10-06 14:53:40.047,crea
4671,3,docente,-1,null,publicacion,Quia adipisci aut quo est repellat adipisci sint est non quos repellat voluptatum ad quod animi sint officia voluptatem nostrum.,-1,18,2003-09-04 08:40:18.998,facebook
4672,326,alumno,250,alumno,mencion,@excepturi,4590,18,2003-10-07 22:45:40.948,facebook
4673,48,alumno,197,alumno,mensaje,Neque eum aut delectus repellendus voluptatem nostrum qui asperiores minus saepe esse minus aut dolorem est explicabo est dolorem est aliquam.,4611,18,2003-08-17 12:53:10.453,crea
4674,3,docente,3,docente,mencion,@eos,4508,18,2003-08-28 07:24:33.931,facebook
4675,326,alumno,385,alumno,reaccion,me_encanta,4557,18,2003-10-07 23:11:10.366,facebook
4676,305,alumno,514,material,consulta,null,-1,18,2003-09-13 10:35:53.522,crea
4677,154,alumno,154,alumno,reaccion,me_gusta,4612,18,2003-10-24 22:50:10.018,facebook
4678,327,alumno,384,alumno,comentario,In laboriosam voluptatibus velit dolor reprehenderit omnis qui sit earum mollitia aut.,4515,18,2003-10-01 07:45:16.998,facebook
4679,78,alumno,277,alumno,comentario,Velit modi laborum ut non non ut aut accusamus esse delectus neque nam eaque praesentium sint.,4510,18,2003-11-27 01:43:26.766,crea
4680,327,alumno,594,alumno,comentario,Necessitatibus dignissimos impedit iste nihil cupiditate sed et praesentium enim odio quasi aut soluta.,4649,18,2003-08-16 14:46:43.524,facebook
4681,316,alumno,496,material,consulta,null,-1,18,2003-11-04 04:26:52.707,facebook
4682,3,docente,48,alumno,mensaje,Consequatur omnis nisi hic quos cumque occaecati nulla eos aut corrupti aut ex et mollitia incidunt.,4541,18,2003-08-27 02:50:17.775,crea
4683,3,docente,3,docente,mensaje,Dolor temporibus accusantium rem asperiores velit pariatur et qui aut debitis eos praesentium qui aut esse minus.,4620,18,2003-11-25 11:53:24.75,crea
4684,311,alumno,470,alumno,reaccion,me_entristece,4571,18,2003-11-27 07:53:33.988,facebook
4685,368,alumno,327,alumno,mencion,@sed,4520,18,2003-09-30 05:29:47.649,facebook
4686,159,alumno,500,material,consulta,null,-1,18,2003-09-13 20:45:23.633,facebook
4687,550,alumno,489,material,consulta,null,-1,18,2003-09-26 01:48:40.878,crea
4688,327,alumno,-1,null,publicacion,Voluptatem voluptates quibusdam magnam culpa voluptatem omnis consequatur tempora aperiam pariatur exercitationem enim voluptas et deleniti at molestias.,-1,18,2003-11-30 17:35:43.038,crea
4689,78,alumno,594,alumno,comentario,Repudiandae et aut qui ut corporis et quo rerum corrupti.,4529,18,2003-11-28 01:25:45.241,facebook
4690,197,alumno,277,alumno,comentario,Est est animi hic ipsum similique voluptatem velit qui culpa dignissimos.,4510,18,2003-10-09 18:35:42.563,facebook
4691,250,alumno,291,alumno,mensaje,Fugit officiis voluptates quis enim eveniet consequatur expedita pariatur ratione quia voluptates deleniti quod id praesentium qui dolorem molestias voluptatibus eligendi.,-1,18,2003-09-08 08:45:59.86,crea
4692,316,alumno,3,docente,reaccion,me_gusta,4552,18,2003-09-27 09:23:39.151,facebook
4693,385,alumno,561,alumno,mensaje,Modi et voluptatem illum fugiat quo est dolores enim quis adipisci voluptas reprehenderit quo omnis quis sint vero sed dolorum.,-1,18,2003-10-29 08:44:41.276,crea
4694,385,alumno,507,material,consulta,null,-1,18,2003-10-16 05:54:09.005,facebook
4695,197,alumno,-1,null,publicacion,Quod ad placeat dolores labore dolor qui possimus eum porro harum aperiam pariatur consequuntur non dolor omnis facere.,-1,18,2003-11-20 06:57:33.529,facebook
4696,368,alumno,250,alumno,comentario,Vitae commodi qui earum at qui iste earum eveniet qui expedita iste unde doloribus.,4511,18,2003-11-10 14:09:56.049,facebook
4697,3,docente,-1,null,publicacion,Enim unde quo corrupti error et non impedit officiis autem distinctio ullam aut quia recusandae velit est architecto natus.,-1,18,2003-10-24 00:12:26.743,facebook
4698,164,alumno,154,alumno,reaccion,me_gusta,4560,18,2003-08-19 20:45:02.306,facebook
4699,3,docente,3,docente,mencion,@officia,4615,18,2003-08-17 03:05:50.539,facebook
4700,78,alumno,197,alumno,reaccion,me_enoja,4568,18,2003-11-10 19:16:53.399,facebook
4701,159,alumno,78,alumno,mencion,@amet,4517,18,2003-10-04 04:47:53.467,facebook
4702,470,alumno,154,alumno,comentario,Animi et et aspernatur commodi id minus quidem quibusdam assumenda sit.,4560,18,2003-11-06 02:36:52.09,crea
4703,368,alumno,316,alumno,mensaje,Aut consectetur ipsa qui minima saepe nobis illum quo excepturi eius quas accusantium atque nulla perferendis unde non illo.,4693,18,2003-10-05 02:16:16.872,crea
4704,3,docente,78,alumno,mensaje,Reprehenderit id aut ut ea animi fugiat omnis blanditiis modi eligendi omnis iste aliquam aut architecto.,4562,18,2003-11-13 14:07:58.608,crea
4705,470,alumno,3,docente,mencion,@iste,4697,18,2003-11-28 01:25:25.757,facebook
4706,316,alumno,368,alumno,mensaje,Tempora veritatis aut explicabo quidem dolores cumque vel minima cum in illo voluptatibus optio beatae sunt earum eum quia ut.,4611,18,2003-09-08 16:41:18.466,crea
4707,525,alumno,384,alumno,comentario,Velit quia optio aut pariatur voluptatem rerum libero cumque beatae atque eius quod.,4561,18,2003-09-26 08:58:13.242,crea
4708,385,alumno,3,docente,reaccion,me_enoja,4634,18,2003-11-12 02:49:33.443,facebook
